customer_id,age,country,device,premium_user,signup_date
217,25,HU,desktop,0,2025-05-20
218,50,UA,desktop,1,2024-12-13
219,66,CZ,mobile,0,2025-04-17
220,29,UA,desktop,0,2024-08-18
221,70,CZ,mobile,1,2024-07-08
222,28,PL,mobile,0,2024-08-12
223,22,CZ,desktop,0,2025-01-19
224,44,UA,mobile,0,2025-01-11
225,29,CZ,desktop,0,2024-10-09
226,34,HU,mobile,0,2025-09-24
227,23,CZ,tablet,1,2025-09-19
228,50,PL,mobile,0,2026-01-14
229,22,HU,desktop,0,2024-09-15
230,45,UA,tablet,0,2024-12-24
231,31,CZ,mobile,0,2025-12-10
232,22,SK,mobile,0,2025-03-31
233,50,UA,mobile,1,2025-02-14
234,67,PL,desktop,0,2025-10-10
235,65,UA,mobile,0,2024-11-13
236,58,PL,mobile,0,2025-11-07
237,36,CZ,desktop,1,2024-08-12
238,39,UA,mobile,0,2026-03-29
239,22,PL,desktop,0,2024-08-21
240,19,UA,mobile,0,2025-11-14
241,47,UA,mobile,0,2025-10-25
242,64,UA,desktop,1,2026-04-06
243,56,SK,desktop,0,2025-01-08
244,21,UA,mobile,0,2025-11-02
245,50,SK,mobile,1,2025-08-30
246,30,PL,mobile,1,2025-04-16
247,37,UA,mobile,0,2024-08-20
248,24,CZ,mobile,0,2025-11-22
249,32,PL,mobile,0,2024-04-22
250,40,PL,desktop,0,2026-04-09
251,31,UA,desktop,1,2025-05-11
252,40,UA,mobile,1,2025-03-17
253,36,UA,mobile,0,2025-07-17
254,46,UA,mobile,0,2024-09-24
255,37,UA,mobile,0,2025-05-24
256,46,UA,tablet,0,2026-03-17
257,41,UA,desktop,1,2025-01-20
258,35,UA,desktop,0,2025-01-21
259,27,UA,desktop,0,2024-04-22
260,58,UA,mobile,0,2025-09-04
261,25,HU,mobile,1,2025-09-16
262,43,UA,desktop,0,2024-03-21
263,46,CZ,mobile,1,2025-11-29
264,27,UA,desktop,1,2024-04-22
265,34,HU,desktop,0,2024-01-02
266,19,UA,desktop,0,2025-10-03
267,23,HU,mobile,0,2024-08-07
268,22,CZ,mobile,0,2025-07-19
269,45,UA,desktop,1,2026-05-04
270,58,SK,desktop,0,2026-01-05
271,22,PL,desktop,0,2024-08-12
272,35,UA,tablet,0,2025-01-19
273,43,SK,mobile,0,2025-02-06
274,37,HU,mobile,0,2025-09-29
275,58,PL,mobile,0,2024-05-09
276,66,UA,mobile,0,2024-02-22
277,44,SK,tablet,0,2025-11-14
278,66,CZ,tablet,0,2025-12-30
279,29,SK,mobile,0,2025-11-02
280,24,CZ,mobile,0,2025-12-10
281,20,UA,mobile,1,2025-02-19
282,27,HU,desktop,0,2024-09-03
283,51,UA,mobile,0,2026-04-15
284,42,UA,mobile,0,2025-03-14
285,52,PL,mobile,0,2024-07-21
286,33,PL,mobile,0,2024-07-02
287,19,UA,tablet,1,2024-05-02
288,41,SK,mobile,0,2025-02-04
289,27,UA,mobile,0,2026-02-05
290,55,UA,mobile,0,2024-10-20
291,39,SK,mobile,0,2024-10-06
292,43,UA,desktop,0,2026-04-16
293,60,UA,mobile,0,2026-06-02
294,56,UA,mobile,1,2025-09-01
295,44,HU,desktop,0,2024-07-16
296,46,UA,mobile,0,2025-05-25
297,64,UA,desktop,1,2026-01-21
298,55,PL,mobile,1,2024-05-23
299,37,PL,mobile,1,2025-08-31
300,44,UA,desktop,0,2024-07-19
301,58,PL,desktop,0,2024-05-03
302,37,UA,desktop,1,2024-07-05
303,61,HU,mobile,0,2024-11-21
304,36,UA,mobile,0,2025-04-08
305,37,UA,mobile,0,2024-12-14
306,52,UA,mobile,0,2026-02-09
307,64,UA,desktop,1,2025-10-21
308,19,CZ,mobile,1,2026-02-02
309,47,UA,mobile,1,2025-02-06
310,70,UA,desktop,0,2024-12-11
311,51,CZ,mobile,0,2025-05-25
312,39,PL,desktop,1,2024-05-26
313,20,UA,mobile,1,2024-05-27
314,23,UA,mobile,0,2026-05-13
315,32,UA,tablet,0,2025-12-11
316,44,UA,mobile,1,2026-03-30
317,27,UA,mobile,0,2025-05-03
318,26,PL,desktop,0,2025-10-01
319,50,SK,tablet,0,2025-07-04
320,49,UA,tablet,0,2024-12-03
321,65,UA,desktop,1,2026-05-21
322,23,UA,mobile,0,2025-10-02
323,58,UA,tablet,0,2026-02-17
324,53,UA,desktop,0,2025-04-17
325,19,HU,mobile,0,2024-05-30
326,46,CZ,desktop,0,2025-02-18
327,21,HU,mobile,1,2024-10-24
328,18,SK,mobile,0,2025-09-02
329,36,PL,desktop,0,2024-09-19
330,43,PL,mobile,0,2026-02-02
331,42,UA,mobile,0,2024-05-23
332,27,PL,mobile,0,2024-12-11
333,70,HU,desktop,0,2025-09-15
334,32,UA,mobile,0,2025-07-25
335,39,SK,mobile,0,2026-05-30
336,68,UA,desktop,0,2024-01-02
337,65,SK,desktop,1,2026-06-15
338,38,HU,mobile,1,2024-10-30
339,39,CZ,desktop,0,2024-09-10
340,53,CZ,desktop,0,2025-10-13
341,51,PL,desktop,1,2025-03-28
342,47,SK,mobile,0,2024-02-06
343,42,HU,desktop,1,2024-06-08
344,62,SK,mobile,0,2024-01-09
345,45,CZ,mobile,0,2024-08-20
346,18,CZ,mobile,1,2024-04-08
347,66,SK,desktop,0,2025-10-20
348,62,PL,mobile,0,2026-03-26
349,21,SK,mobile,1,2024-07-26
350,24,PL,desktop,0,2024-05-10
351,66,UA,desktop,0,2025-02-07
352,26,UA,desktop,0,2024-05-31
353,53,PL,mobile,0,2024-02-23
354,36,UA,mobile,1,2024-04-29
355,18,UA,desktop,1,2025-11-03
356,27,PL,mobile,1,2025-09-19
357,53,UA,desktop,0,2025-08-09
358,26,UA,mobile,0,2025-09-16
359,62,CZ,tablet,1,2025-02-23
360,63,HU,mobile,1,2025-02-25
361,59,CZ,mobile,1,2024-04-13
362,49,HU,desktop,0,2026-05-01
363,49,CZ,mobile,1,2024-09-10
364,23,UA,mobile,0,2024-08-14
365,65,CZ,desktop,0,2024-04-21
366,55,CZ,mobile,0,2025-05-24
367,34,UA,mobile,0,2025-04-17
368,27,UA,mobile,0,2024-04-08
369,67,CZ,mobile,0,2024-06-01
370,44,UA,mobile,0,2026-05-10
371,67,CZ,desktop,0,2026-06-14
372,52,UA,desktop,0,2026-05-27
373,69,PL,mobile,1,2024-12-03
374,38,PL,mobile,0,2025-12-06
375,42,UA,tablet,0,2026-04-01
376,45,UA,tablet,0,2024-06-11
377,64,CZ,mobile,0,2025-12-20
378,32,SK,desktop,1,2025-11-11
379,21,SK,desktop,1,2024-06-09
380,46,PL,mobile,1,2025-08-02
381,26,CZ,mobile,0,2026-03-11
382,44,UA,mobile,0,2025-02-01
383,43,UA,desktop,0,2024-10-03
384,36,UA,desktop,0,2026-03-26
385,45,PL,desktop,0,2025-05-18
386,34,UA,mobile,0,2026-06-14
387,60,UA,desktop,0,2025-01-26
388,58,CZ,desktop,1,2024-05-14
389,59,CZ,desktop,1,2024-07-13
390,67,UA,mobile,0,2025-02-04
391,37,UA,desktop,0,2025-10-01
392,62,PL,mobile,1,2024-02-02
393,57,PL,desktop,0,2025-11-18
394,56,CZ,desktop,1,2025-04-04
395,66,UA,mobile,0,2026-06-01
396,70,CZ,desktop,1,2025-04-14
397,40,SK,mobile,0,2025-01-09
398,64,UA,desktop,0,2024-01-22
399,49,HU,mobile,0,2026-01-19
400,69,UA,desktop,0,2025-10-31
401,64,UA,tablet,1,2024-02-07
402,50,PL,mobile,0,2024-08-17
403,63,UA,mobile,0,2024-12-30
404,22,UA,mobile,0,2025-07-16
405,60,UA,mobile,1,2025-03-13
406,65,SK,desktop,1,2026-02-14
407,51,HU,desktop,0,2024-10-09
408,57,CZ,tablet,0,2024-01-27
409,28,UA,desktop,0,2024-08-13
410,67,CZ,mobile,0,2024-10-03
411,20,CZ,desktop,0,2026-03-08
412,50,SK,desktop,0,2025-08-31
413,28,SK,mobile,1,2024-10-10
414,33,SK,mobile,0,2026-05-28
415,35,UA,mobile,1,2025-04-25
416,47,CZ,desktop,0,2025-03-28
417,65,UA,desktop,0,2026-04-08
418,27,HU,desktop,0,2026-03-26
419,35,UA,mobile,0,2025-10-20
420,55,UA,tablet,0,2025-05-30
421,36,UA,mobile,1,2025-06-30
422,53,SK,desktop,0,2024-07-10
423,30,PL,mobile,0,2024-02-18
424,63,PL,mobile,1,2025-05-26
425,20,HU,desktop,0,2024-01-17
426,27,HU,tablet,0,2024-06-20
427,55,UA,mobile,0,2024-08-07
428,18,UA,mobile,1,2024-06-06
429,44,SK,mobile,1,2025-04-21
430,63,HU,mobile,0,2024-02-15
431,25,PL,mobile,0,2025-01-07
432,68,CZ,desktop,1,2025-06-01
433,63,UA,tablet,1,2024-04-08
434,59,SK,mobile,0,2026-06-10
435,34,CZ,desktop,1,2026-01-14
436,26,PL,mobile,0,2024-02-06
437,23,UA,mobile,0,2024-10-06
438,60,HU,mobile,0,2024-12-14
439,42,CZ,desktop,0,2025-05-11
440,56,UA,mobile,0,2024-10-28
441,66,CZ,mobile,1,2024-06-29
442,45,CZ,mobile,0,2025-08-29
443,50,PL,mobile,0,2024-04-08
444,54,CZ,mobile,0,2025-11-30
445,26,PL,desktop,1,2024-04-25
446,35,HU,desktop,1,2024-07-09
447,38,UA,desktop,0,2024-09-09
448,19,UA,mobile,0,2024-06-09
449,60,UA,mobile,0,2024-09-12
450,55,CZ,mobile,0,2024-11-18
451,57,CZ,mobile,0,2024-05-07
452,53,SK,desktop,0,2024-01-18
453,67,CZ,mobile,1,2026-03-03
454,60,PL,mobile,0,2026-01-04
455,54,HU,desktop,0,2025-07-19
456,32,UA,mobile,0,2025-07-23
457,45,SK,tablet,0,2024-11-18
458,35,PL,mobile,0,2026-05-21
459,51,CZ,desktop,0,2025-11-16
460,39,CZ,mobile,1,2026-03-02
461,28,CZ,tablet,0,2025-09-17
462,30,UA,mobile,0,2024-10-14
463,21,PL,desktop,0,2026-05-03
464,39,PL,mobile,1,2025-10-24
465,24,SK,desktop,0,2025-09-30
466,60,PL,mobile,1,2024-06-03
467,41,HU,mobile,0,2025-05-04
468,21,PL,desktop,0,2025-01-20
469,45,PL,tablet,0,2026-02-23
470,32,SK,mobile,0,2024-04-13
471,18,PL,desktop,0,2025-01-27
472,20,HU,mobile,0,2026-03-21
473,31,CZ,desktop,1,2024-09-02
474,55,PL,desktop,0,2024-06-24
475,67,UA,mobile,0,2024-02-08
476,18,UA,desktop,0,2025-04-21
477,55,UA,desktop,0,2025-11-12
478,55,CZ,mobile,0,2026-01-28
479,38,UA,desktop,0,2025-06-21
480,65,UA,mobile,0,2026-05-16
481,46,UA,desktop,0,2026-03-28
482,22,UA,desktop,0,2025-02-11
483,66,UA,mobile,0,2025-06-08
484,27,SK,desktop,0,2026-04-07
485,45,SK,desktop,1,2025-05-20
486,38,CZ,desktop,1,2026-04-04
487,67,SK,mobile,0,2024-02-05
488,24,UA,mobile,1,2025-11-15
489,20,SK,desktop,1,2024-01-20
490,62,UA,mobile,0,2024-11-16
491,64,UA,mobile,0,2026-02-14
492,37,PL,desktop,0,2025-05-26
493,36,UA,mobile,1,2025-02-03
494,52,CZ,desktop,0,2025-10-15
495,21,UA,desktop,0,2026-06-01
496,22,SK,desktop,0,2025-04-15
497,18,PL,mobile,1,2024-05-22
498,21,UA,mobile,0,2024-04-01
499,29,CZ,mobile,1,2024-12-19
500,44,UA,desktop,1,2026-04-13
501,59,PL,mobile,0,2026-03-10
502,40,UA,tablet,0,2025-12-27
503,42,CZ,desktop,0,2026-05-03
504,38,CZ,desktop,1,2024-02-20
505,69,UA,mobile,1,2025-10-26
506,41,HU,mobile,1,2025-11-28
507,42,SK,tablet,0,2025-07-28
508,62,CZ,mobile,0,2024-07-08
509,63,CZ,mobile,0,2024-05-04
510,49,UA,mobile,0,2024-05-29
511,49,CZ,tablet,1,2024-11-09
512,22,UA,desktop,0,2025-07-23
513,53,UA,desktop,0,2024-12-07
514,63,HU,desktop,0,2024-10-31
515,59,CZ,mobile,0,2025-11-22
516,66,PL,desktop,0,2025-11-12
517,59,UA,mobile,0,2026-04-17
518,56,CZ,desktop,1,2026-02-21
519,33,UA,mobile,0,2024-02-23
520,50,UA,mobile,0,2025-03-19
521,66,UA,mobile,0,2025-09-04
522,38,PL,mobile,0,2024-09-20
523,26,CZ,desktop,0,2024-02-22
524,23,UA,mobile,1,2025-07-25
525,68,CZ,mobile,0,2025-09-11
526,62,UA,mobile,0,2024-01-05
527,52,CZ,desktop,0,2024-04-12
528,56,HU,mobile,0,2024-07-14
529,39,CZ,desktop,1,2026-02-12
530,58,SK,mobile,0,2026-05-26
531,22,HU,mobile,0,2026-06-02
532,59,PL,mobile,0,2024-12-15
533,40,CZ,tablet,1,2024-02-16
534,34,SK,desktop,1,2026-05-16
535,29,UA,mobile,0,2026-04-02
536,40,UA,desktop,0,2026-03-30
537,33,HU,desktop,1,2025-10-17
538,20,CZ,mobile,1,2024-09-25
539,47,UA,desktop,0,2025-01-04
540,39,PL,mobile,0,2025-09-27
541,26,SK,desktop,1,2024-04-15
542,46,PL,mobile,0,2025-10-31
543,64,CZ,mobile,0,2025-10-20
544,54,SK,mobile,1,2025-10-18
545,40,CZ,tablet,0,2024-04-29
546,30,PL,desktop,1,2026-04-10
547,49,CZ,desktop,0,2026-02-25
548,63,CZ,mobile,1,2025-08-26
549,69,CZ,mobile,0,2024-02-27
550,64,UA,mobile,1,2024-12-11
551,65,UA,mobile,0,2026-01-10
552,40,HU,mobile,0,2025-04-18
553,62,UA,desktop,0,2024-04-26
554,34,UA,desktop,1,2026-04-09
555,57,PL,mobile,0,2026-03-01
556,38,SK,desktop,0,2024-05-06
557,19,UA,tablet,0,2025-01-27
558,54,UA,desktop,0,2025-10-02
559,23,UA,desktop,0,2024-02-27
560,61,CZ,tablet,1,2025-09-25
561,35,UA,desktop,0,2025-05-27
562,47,UA,mobile,0,2026-01-20
563,39,PL,mobile,1,2026-03-12
564,50,SK,tablet,0,2024-04-05
565,47,UA,mobile,0,2025-09-29
566,34,UA,mobile,0,2024-04-27
567,60,PL,mobile,0,2025-07-13
568,49,HU,desktop,0,2025-08-23
569,59,CZ,tablet,0,2025-05-02
570,68,HU,mobile,1,2024-08-24
571,31,SK,mobile,0,2026-06-03
572,27,UA,desktop,0,2026-06-15
573,64,CZ,mobile,1,2024-09-28
574,68,UA,mobile,0,2024-07-07
575,53,PL,tablet,1,2025-12-04
576,51,UA,mobile,0,2025-03-22
577,26,UA,mobile,0,2025-08-03
578,59,HU,desktop,0,2026-02-28
579,45,UA,mobile,0,2026-05-10
580,28,SK,tablet,0,2024-09-03
581,31,UA,mobile,0,2024-03-16
582,56,UA,mobile,0,2024-06-02
583,64,SK,mobile,0,2025-10-17
584,36,CZ,mobile,0,2025-03-10
585,32,CZ,desktop,0,2024-03-26
586,45,UA,desktop,0,2025-11-27
587,41,PL,tablet,0,2024-10-11
588,25,CZ,mobile,0,2024-08-07
589,60,CZ,desktop,0,2024-03-09
590,26,PL,mobile,0,2024-02-16
591,64,HU,desktop,0,2024-04-03
592,50,CZ,desktop,0,2026-01-19
593,50,HU,mobile,1,2025-03-28
594,36,CZ,mobile,0,2024-07-22
595,20,CZ,mobile,0,2024-08-05
596,27,UA,desktop,1,2025-04-18
597,57,UA,tablet,1,2025-03-07
598,64,SK,mobile,1,2024-12-06
599,59,UA,mobile,0,2025-07-04
600,18,UA,mobile,0,2025-09-03
601,46,UA,desktop,1,2024-10-15
602,67,UA,mobile,1,2024-09-10
603,51,HU,mobile,0,2026-01-03
604,68,SK,mobile,0,2024-12-22
605,30,PL,desktop,1,2024-01-23
606,18,UA,mobile,0,2026-01-31
607,51,CZ,desktop,0,2025-06-05
608,46,CZ,mobile,0,2026-01-27
609,65,HU,mobile,0,2026-04-16
610,64,PL,mobile,0,2024-04-09
611,30,UA,mobile,0,2026-03-12
612,65,PL,mobile,1,2024-06-28
613,66,HU,mobile,0,2024-08-10
614,70,CZ,desktop,0,2026-01-31
615,46,CZ,mobile,1,2025-10-20
616,56,UA,mobile,0,2025-03-17
617,41,CZ,desktop,0,2025-08-30
618,43,SK,desktop,0,2026-02-07
619,34,UA,desktop,0,2024-11-20
620,24,PL,desktop,0,2025-05-30
621,30,UA,mobile,0,2024-01-16
622,22,UA,desktop,1,2026-03-02
623,43,UA,mobile,1,2024-12-01
624,66,UA,mobile,0,2026-01-28
625,20,PL,mobile,0,2024-09-14
626,24,UA,mobile,0,2025-05-11
627,66,UA,mobile,0,2026-06-14
628,56,SK,mobile,0,2024-06-08
629,70,PL,mobile,1,2025-04-19
630,18,CZ,mobile,0,2026-05-01
631,66,UA,mobile,0,2025-10-25
632,34,CZ,mobile,0,2025-11-20
633,60,UA,mobile,0,2025-11-05
634,42,SK,mobile,1,2025-01-14
635,20,UA,desktop,1,2025-06-28
636,32,CZ,mobile,0,2025-11-21
637,46,UA,desktop,0,2025-03-02
638,70,CZ,desktop,1,2025-09-04
639,60,PL,mobile,1,2024-09-24
640,49,PL,desktop,1,2026-04-14
641,43,UA,mobile,0,2025-07-30
642,33,CZ,mobile,0,2025-02-20
643,42,HU,tablet,0,2024-06-16
644,45,SK,mobile,0,2026-04-21
645,26,UA,tablet,1,2024-02-12
646,18,UA,desktop,0,2025-07-09
647,46,HU,mobile,0,2024-10-11
648,39,PL,mobile,0,2025-01-31
649,33,CZ,mobile,1,2024-01-12
650,58,HU,mobile,0,2025-08-29
651,68,SK,mobile,0,2024-10-28
652,61,PL,desktop,0,2026-06-16
653,68,PL,mobile,0,2024-09-09
654,58,UA,mobile,0,2025-05-13
655,24,CZ,mobile,0,2026-01-23
656,31,UA,desktop,1,2024-02-04
657,46,UA,mobile,0,2025-12-27
658,36,UA,mobile,0,2026-04-28
659,36,UA,tablet,1,2024-03-30
660,19,CZ,mobile,1,2026-02-14
661,58,CZ,mobile,0,2025-08-27
662,62,PL,desktop,0,2025-08-24
663,32,UA,desktop,0,2025-02-21
664,20,HU,mobile,0,2024-04-24
665,28,UA,mobile,1,2025-09-08
666,70,SK,desktop,0,2024-07-14
667,63,HU,mobile,0,2026-04-05
668,47,PL,tablet,0,2025-05-15
669,57,PL,mobile,0,2025-09-17
670,35,HU,mobile,0,2025-05-07
671,68,UA,mobile,0,2024-03-15
672,65,PL,desktop,0,2025-02-16
673,19,PL,desktop,0,2025-01-10
674,49,UA,desktop,0,2025-02-23
675,25,SK,tablet,0,2025-12-29
676,39,SK,mobile,0,2024-10-03
677,23,SK,mobile,0,2026-01-30
678,29,UA,desktop,1,2025-11-06
679,64,UA,desktop,0,2025-01-28
680,57,CZ,desktop,0,2026-05-18
681,53,UA,desktop,0,2025-04-01
682,32,CZ,mobile,0,2024-07-10
683,45,PL,mobile,0,2026-01-08
684,69,CZ,tablet,0,2025-11-19
685,66,PL,mobile,0,2024-04-08
686,62,PL,mobile,0,2025-07-01
687,35,UA,desktop,0,2024-04-05
688,19,UA,mobile,0,2025-10-25
689,30,PL,desktop,1,2025-10-24
690,62,CZ,mobile,0,2024-07-08
691,32,SK,desktop,0,2026-01-05
