order_id,customer_id,order_date,order_value,product_category,payment_method,status
255,3831,2025-09-18,20.27,home,card,completed
256,1968,2026-03-29,17.75,electronics,card,refunded
257,4405,2024-10-13,28.92,clothing,cash,completed
258,2225,2024-09-26,28.57,home,card,completed
259,4523,2025-11-18,23.15,clothing,card,completed
260,2788,2025-06-14,55.47,clothing,paypal,completed
261,4627,2025-02-19,139.73,sports,bank_transfer,completed
262,4344,2025-04-19,130.33,beauty,cash,completed
263,4312,2024-06-11,110.86,clothing,paypal,completed
264,4809,2025-12-30,100.4,home,cash,completed
265,438,2025-02-18,17.27,clothing,card,completed
266,2359,2024-06-24,116.68,home,card,completed
267,3855,2024-10-19,48.22,sports,paypal,completed
268,383,2025-08-28,74.34,home,paypal,completed
269,4217,2025-01-17,99.07,electronics,cash,completed
270,407,2026-01-21,83.98,beauty,card,refunded
271,4341,2024-09-24,75.14,beauty,bank_transfer,completed
272,66,2025-03-07,82.74,electronics,bank_transfer,completed
273,2990,2025-12-02,12.01,home,cash,completed
274,228,2024-12-16,76.07,sports,card,completed
275,4978,2026-07-18,30.51,sports,card,completed
276,2185,2026-04-01,75.48,sports,cash,completed
277,2242,2026-06-13,66.48,home,card,completed
278,4802,2025-03-10,51.44,sports,card,completed
279,4754,2025-03-13,88.23,electronics,card,completed
280,1513,2024-10-06,172.63,electronics,paypal,completed
281,930,2024-12-24,40.26,home,paypal,completed
282,4037,2025-02-13,39.75,clothing,card,completed
283,2604,2026-07-16,60.12,electronics,card,completed
284,1181,2026-03-19,10.41,electronics,paypal,completed
285,1040,2025-10-24,50.35,clothing,cash,completed
286,1102,2025-12-12,68.44,beauty,bank_transfer,completed
287,2100,2024-08-03,87.88,sports,card,completed
288,514,2026-05-02,44.71,sports,cash,cancelled
289,4840,2024-10-19,89.23,clothing,card,completed
290,3133,2026-06-10,36.61,beauty,paypal,completed
291,1833,2024-09-15,53.17,clothing,card,completed
292,4639,2026-03-04,100.69,home,cash,completed
293,2458,2026-03-25,167.83,beauty,bank_transfer,completed
294,2203,2024-12-30,145.47,clothing,bank_transfer,cancelled
295,2681,2026-06-05,96.2,clothing,card,completed
296,2099,2024-06-16,80.22,clothing,bank_transfer,completed
297,3167,2026-03-15,20.25,clothing,paypal,completed
298,1928,2025-06-23,18.38,sports,card,completed
299,4451,2025-02-13,119.76,electronics,paypal,completed
300,3117,2024-09-22,111.36,sports,card,refunded
301,2888,2025-11-20,6.38,sports,bank_transfer,completed
302,4344,2026-08-07,22.55,clothing,paypal,completed
303,4629,2024-07-08,34.75,beauty,bank_transfer,cancelled
304,3531,2024-06-25,57.84,electronics,card,completed
305,790,2024-07-22,44.17,sports,bank_transfer,completed
306,1301,2024-08-30,55.17,beauty,card,completed
307,1948,2024-10-16,77.63,home,card,completed
308,2243,2024-12-26,38.98,clothing,card,completed
309,1095,2024-07-31,30.49,electronics,card,completed
310,1359,2024-09-19,48.29,beauty,bank_transfer,completed
311,3657,2025-02-13,100.29,beauty,paypal,cancelled
312,308,2024-10-13,201.93,home,card,completed
313,1451,2024-07-30,23.67,clothing,card,completed
314,2124,2024-12-06,130.87,electronics,card,completed
315,4883,2025-05-02,45.0,electronics,paypal,completed
316,2843,2026-02-15,206.06,electronics,card,completed
317,1665,2024-06-27,36.64,electronics,card,refunded
318,3949,2024-06-01,63.44,clothing,card,completed
319,1395,2026-05-27,146.32,beauty,card,refunded
320,4073,2024-08-25,72.72,clothing,paypal,completed
321,3635,2026-03-29,55.47,sports,card,completed
322,215,2024-08-19,72.13,electronics,card,completed
323,3073,2025-12-24,47.46,sports,card,completed
324,4055,2025-11-30,82.28,clothing,card,completed
325,4473,2025-09-07,99.97,clothing,card,completed
326,2460,2025-07-13,29.47,clothing,card,completed
327,3707,2025-07-06,51.8,home,card,completed
328,3272,2025-09-10,29.48,beauty,card,completed
329,1207,2024-11-22,22.05,electronics,card,completed
330,410,2026-01-22,53.96,clothing,cash,completed
331,3470,2024-07-29,64.48,home,cash,completed
332,216,2025-12-25,110.43,electronics,card,completed
333,4848,2025-07-11,65.41,home,card,completed
334,349,2025-09-30,22.53,clothing,card,refunded
335,3652,2026-06-24,217.98,electronics,paypal,completed
336,2879,2025-03-10,40.64,sports,card,completed
337,3666,2026-06-07,59.63,beauty,card,completed
338,4750,2025-08-30,45.56,electronics,bank_transfer,completed
339,3070,2025-01-08,18.3,clothing,card,completed
340,3995,2026-01-23,5.78,beauty,card,completed
341,3113,2025-11-09,74.64,sports,card,completed
342,3,2024-12-02,18.29,clothing,card,completed
343,1118,2026-05-17,56.53,sports,paypal,completed
344,1083,2024-07-11,12.63,home,card,refunded
345,4503,2025-08-03,173.94,electronics,card,completed
346,1518,2026-04-14,73.75,beauty,cash,completed
347,4847,2026-07-20,42.31,beauty,bank_transfer,completed
348,1896,2026-05-09,94.02,clothing,cash,completed
349,3580,2025-02-05,80.69,sports,card,completed
350,2634,2026-05-08,18.73,electronics,card,completed
351,4984,2025-09-28,90.3,beauty,paypal,completed
352,2380,2025-01-16,160.63,beauty,card,completed
353,1013,2026-01-29,39.62,clothing,card,completed
354,4265,2026-05-31,123.88,clothing,card,completed
355,2824,2024-06-04,36.57,sports,card,completed
356,849,2025-08-23,81.63,home,card,completed
357,1705,2025-10-24,110.59,electronics,card,completed
358,4094,2025-10-30,7.71,electronics,cash,completed
359,206,2024-07-16,54.64,electronics,card,completed
360,1893,2025-04-27,75.64,electronics,cash,completed
361,521,2024-10-04,36.28,clothing,bank_transfer,completed
362,3577,2024-10-15,60.74,home,bank_transfer,completed
363,2352,2026-03-10,21.61,sports,card,completed
364,2135,2024-12-06,67.86,electronics,cash,completed
365,4839,2024-10-21,54.08,clothing,paypal,completed
366,2476,2026-01-06,35.62,clothing,paypal,completed
367,4546,2025-07-31,33.65,home,cash,completed
368,786,2024-11-25,31.36,home,card,completed
369,4098,2025-05-16,61.63,clothing,card,completed
370,2791,2025-09-20,48.84,clothing,card,completed
371,2158,2025-08-09,139.01,beauty,bank_transfer,completed
372,679,2025-01-12,100.91,electronics,card,completed
373,3529,2025-03-05,125.04,home,bank_transfer,refunded
374,3560,2026-06-20,100.1,home,card,cancelled
375,371,2024-09-02,37.06,home,paypal,completed
376,2938,2025-04-26,34.57,electronics,paypal,completed
377,722,2026-05-10,26.96,electronics,paypal,completed
378,4401,2025-08-24,110.28,home,card,completed
379,924,2025-09-21,25.63,home,card,completed
380,836,2025-12-28,36.36,home,card,completed
381,2494,2024-10-28,88.45,home,card,completed
382,2980,2026-03-15,75.83,clothing,card,completed
383,2326,2026-06-13,16.62,clothing,bank_transfer,completed
384,3925,2025-10-23,49.25,electronics,card,completed
385,2425,2026-06-27,37.11,sports,card,completed
386,4522,2025-05-13,40.83,sports,bank_transfer,completed
387,3127,2025-03-04,41.19,electronics,card,completed
388,2377,2024-07-01,82.01,electronics,card,completed
389,454,2025-06-12,41.62,home,card,completed
390,3460,2024-07-08,69.49,beauty,card,completed
391,4860,2025-12-03,80.7,home,card,completed
392,3502,2026-04-07,25.23,beauty,paypal,completed
393,3548,2025-05-22,122.17,electronics,bank_transfer,completed
394,1149,2025-02-22,80.94,sports,paypal,completed
395,523,2026-01-02,79.6,beauty,card,completed
396,4578,2025-03-17,172.89,clothing,card,completed
397,122,2025-01-15,157.9,clothing,card,cancelled
398,3619,2026-07-13,63.45,home,card,completed
399,4677,2024-06-20,98.24,clothing,card,completed
400,3723,2024-08-02,122.64,sports,cash,completed
401,3084,2025-10-05,42.46,electronics,bank_transfer,completed
402,2173,2024-11-17,103.79,home,card,completed
403,2707,2024-06-13,123.03,beauty,card,completed
404,4814,2026-03-11,18.26,clothing,card,completed
405,3308,2025-06-24,53.09,home,bank_transfer,completed
406,3643,2026-06-06,65.74,electronics,card,completed
407,2818,2026-01-27,59.89,beauty,card,completed
408,4502,2026-04-20,133.67,clothing,card,completed
409,1485,2025-05-14,71.35,sports,card,completed
410,277,2025-05-23,34.52,electronics,card,completed
411,1249,2026-03-30,51.25,clothing,bank_transfer,completed
412,1125,2026-02-23,59.33,electronics,paypal,completed
413,2902,2024-11-18,120.99,sports,bank_transfer,completed
414,1658,2024-12-15,11.53,electronics,card,completed
415,1754,2024-11-16,51.23,clothing,paypal,completed
416,4603,2026-04-15,73.17,clothing,cash,completed
417,3659,2024-11-04,80.13,clothing,cash,completed
418,3403,2025-04-20,41.93,sports,card,completed
419,4333,2024-12-27,84.9,sports,card,completed
420,752,2026-08-02,12.12,clothing,bank_transfer,completed
421,165,2024-12-13,56.89,home,paypal,completed
422,1693,2025-02-25,90.58,electronics,card,completed
423,1957,2026-04-30,131.55,home,card,completed
424,3861,2024-08-01,101.96,sports,card,completed
425,2776,2025-10-11,27.25,sports,paypal,completed
426,3290,2026-03-19,41.04,clothing,card,completed
427,1769,2026-06-08,107.32,clothing,card,completed
428,2424,2024-09-25,48.98,clothing,bank_transfer,completed
429,4527,2025-07-18,82.6,home,bank_transfer,completed
430,3697,2026-05-19,125.05,clothing,card,completed
431,783,2025-12-30,114.73,clothing,card,completed
432,3779,2025-03-28,52.63,home,paypal,completed
433,955,2025-04-23,53.05,home,bank_transfer,completed
434,1993,2025-11-22,56.28,electronics,card,completed
435,1660,2025-04-11,153.23,sports,cash,completed
436,141,2026-07-16,93.66,clothing,card,completed
437,720,2026-06-03,22.22,beauty,card,completed
438,1651,2025-11-04,51.87,clothing,paypal,completed
439,3574,2025-03-04,38.93,home,card,refunded
440,3475,2024-06-04,136.3,clothing,paypal,cancelled
441,1016,2024-11-28,35.99,electronics,card,completed
442,4384,2024-08-24,18.18,home,card,completed
443,343,2025-09-29,124.83,electronics,card,completed
444,3184,2025-11-19,52.41,home,card,completed
445,2702,2025-11-14,128.4,electronics,bank_transfer,refunded
446,976,2024-12-16,73.92,electronics,paypal,completed
447,2584,2026-05-12,43.56,beauty,bank_transfer,completed
448,3121,2024-09-04,142.02,home,card,cancelled
449,1824,2024-09-04,186.9,home,card,completed
450,4427,2026-07-30,210.17,sports,card,completed
451,4461,2025-12-13,110.26,home,bank_transfer,completed
452,11,2024-08-28,25.51,clothing,card,refunded
453,4605,2025-10-31,66.03,electronics,paypal,completed
454,2628,2026-03-20,31.13,clothing,paypal,completed
455,1469,2025-10-23,45.61,electronics,card,completed
456,1114,2025-11-06,107.42,electronics,paypal,completed
457,622,2024-06-28,31.45,home,paypal,cancelled
458,901,2025-03-02,38.94,sports,card,completed
459,3748,2025-12-07,8.93,sports,card,completed
460,4065,2025-09-08,80.82,home,card,completed
461,1472,2024-09-07,61.61,home,card,refunded
462,3104,2026-03-17,39.5,home,cash,completed
463,327,2025-08-27,8.57,clothing,cash,completed
464,74,2025-03-19,38.14,home,card,completed
465,251,2026-01-30,16.19,clothing,paypal,completed
466,2498,2026-01-18,46.52,beauty,card,completed
467,2403,2026-01-24,100.0,electronics,card,completed
468,4629,2025-03-28,56.49,clothing,bank_transfer,completed
469,296,2025-11-24,33.76,clothing,paypal,completed
470,298,2024-11-21,66.63,home,card,completed
471,302,2024-12-03,33.8,sports,bank_transfer,completed
472,4608,2024-06-30,61.59,home,paypal,completed
473,585,2025-02-06,75.82,sports,paypal,completed
474,3625,2026-02-11,23.54,electronics,cash,completed
475,1635,2025-08-14,9.23,sports,card,cancelled
476,53,2024-12-30,93.57,sports,paypal,completed
477,2277,2026-05-31,7.51,electronics,card,completed
478,2688,2025-05-10,73.52,home,cash,completed
479,2845,2026-04-25,57.74,electronics,card,completed
480,4887,2024-07-07,80.14,clothing,card,completed
481,4591,2025-05-12,77.35,electronics,cash,completed
482,4949,2026-03-24,133.06,beauty,card,completed
483,2719,2025-10-07,43.75,beauty,paypal,completed
484,3936,2024-09-05,25.57,clothing,card,completed
485,663,2025-11-18,83.83,home,card,completed
486,8,2025-04-21,61.62,electronics,cash,cancelled
487,3684,2025-05-10,22.39,clothing,cash,completed
488,3088,2026-02-24,47.18,home,paypal,completed
489,4762,2024-08-25,39.6,electronics,card,completed
490,669,2024-11-08,146.36,clothing,card,completed
491,3165,2024-06-17,107.63,clothing,bank_transfer,completed
492,1286,2025-01-30,35.58,home,card,completed
493,3621,2026-07-20,97.27,home,card,cancelled
494,161,2026-08-07,16.01,beauty,card,completed
495,2399,2025-01-04,56.04,sports,card,completed
496,3246,2024-06-06,135.15,sports,card,completed
497,18,2025-06-16,18.31,clothing,bank_transfer,completed
498,2534,2026-07-19,71.98,clothing,card,completed
499,4447,2025-01-21,157.62,beauty,bank_transfer,completed
500,2576,2025-06-19,223.09,home,card,completed
501,4968,2024-10-02,90.37,clothing,card,completed
502,2318,2024-07-30,45.43,electronics,cash,completed
503,2919,2025-10-14,73.29,electronics,cash,completed
504,1054,2024-06-10,93.35,beauty,bank_transfer,completed
505,316,2025-11-10,87.93,beauty,card,completed
506,4833,2026-01-17,35.72,clothing,card,completed
507,2212,2025-07-31,104.95,home,paypal,cancelled
508,320,2026-04-15,50.78,home,bank_transfer,completed
509,4528,2024-10-25,39.34,clothing,bank_transfer,completed
510,2716,2025-08-31,103.94,clothing,card,completed
511,634,2026-02-02,82.8,beauty,bank_transfer,cancelled
512,1706,2026-07-23,172.1,clothing,card,completed
513,4821,2026-05-28,43.07,beauty,card,completed
514,673,2026-01-18,42.96,beauty,paypal,completed
515,2280,2025-12-03,64.9,electronics,card,completed
516,3548,2024-06-05,140.27,beauty,paypal,completed
517,471,2025-10-12,187.24,sports,card,completed
518,3232,2026-01-19,243.51,beauty,card,completed
519,2608,2025-10-18,26.08,electronics,paypal,completed
520,3333,2025-03-14,158.55,electronics,card,refunded
521,2621,2024-12-24,259.76,home,bank_transfer,completed
522,4698,2025-12-02,122.29,sports,cash,completed
523,1383,2025-02-11,11.98,clothing,cash,completed
524,4376,2026-04-23,62.29,electronics,paypal,refunded
525,1186,2024-06-19,76.69,electronics,card,completed
526,1911,2024-11-10,220.81,sports,bank_transfer,completed
527,916,2026-05-15,52.25,clothing,card,refunded
528,1618,2026-07-23,48.44,home,card,cancelled
529,1684,2026-01-21,97.48,beauty,bank_transfer,completed
530,2426,2024-11-22,42.88,clothing,paypal,completed
531,426,2025-01-29,236.17,beauty,cash,completed
532,1788,2026-03-22,20.51,clothing,card,completed
533,2585,2026-07-17,129.75,home,cash,completed
534,4649,2025-10-30,44.98,beauty,bank_transfer,completed
535,169,2026-03-13,72.71,beauty,paypal,completed
536,515,2024-09-11,122.8,home,card,completed
537,3436,2026-07-10,70.65,electronics,paypal,completed
538,4526,2026-04-23,40.94,clothing,card,completed
539,2617,2025-02-01,171.02,home,bank_transfer,completed
540,2378,2024-10-26,11.13,sports,cash,cancelled
541,691,2025-11-15,23.81,beauty,paypal,completed
542,3205,2026-04-01,15.15,beauty,paypal,completed
543,2505,2024-11-23,68.27,clothing,card,completed
